Label,Pixels
n02091244-Ibizan_hound,[31 31 30 ... 20 19 19]
n02091244-Ibizan_hound,[155 150 144 ... 145 156 185]
n02091244-Ibizan_hound,[28 28 28 ... 37 40 41]
n02091244-Ibizan_hound,[147 147 146 ... 149 124 126]
n02091244-Ibizan_hound,[106 128 119 ... 125 127 134]
n02091244-Ibizan_hound,[62 63 63 ... 40 39 39]
n02091244-Ibizan_hound,[ 10   5   7 ... 111 109 102]
n02091244-Ibizan_hound,[130 136 138 ... 205 203 197]
n02091244-Ibizan_hound,[49 62 71 ... 70 70 74]
n02091244-Ibizan_hound,[ 98  93  77 ... 140 131 122]
n02091244-Ibizan_hound,[254 254 254 ...  77  65  78]
n02091244-Ibizan_hound,[251 251 237 ...  52  53  58]
n02091244-Ibizan_hound,[ 62  47  59 ... 251 255 254]
n02091244-Ibizan_hound,[149 150 151 ... 202 198 209]
n02091244-Ibizan_hound,[ 61  64  57 ... 193 197 202]
n02091244-Ibizan_hound,[ 32  31  30 ... 106 127 105]
n02091244-Ibizan_hound,[24 25 25 ... 22 23 21]
n02091244-Ibizan_hound,[175 175 175 ... 155 206 187]
n02091244-Ibizan_hound,[ 65  62  95 ... 132 133 135]
n02091244-Ibizan_hound,[254 242 241 ...  67  60  72]
n02091244-Ibizan_hound,[114 113 112 ... 207 208 209]
n02091244-Ibizan_hound,[31 34 34 ... 18 24 26]
n02091244-Ibizan_hound,[40 40 40 ... 34 32 29]
n02091244-Ibizan_hound,[72 77 79 ... 19 16 16]
n02091244-Ibizan_hound,[178 172 152 ... 121 121 127]
n02091244-Ibizan_hound,[ 65  65  57 ... 156 166 172]
n02091244-Ibizan_hound,[213 217 222 ...  44  46  54]
n02091244-Ibizan_hound,[ 21  22  19 ... 130 130 132]
n02091244-Ibizan_hound,[10 13  7 ... 42 44 50]
n02091244-Ibizan_hound,[ 21  21  21 ... 116 115 113]
n02091244-Ibizan_hound,[10 10 10 ... 38 34 28]
n02091244-Ibizan_hound,[162 161 160 ... 254 246 252]
n02091244-Ibizan_hound,[110 109 102 ...  32  28  26]
n02091244-Ibizan_hound,[  8   8   8 ...  95 102  96]
n02091244-Ibizan_hound,[111 100 110 ... 112 109 122]
n02091244-Ibizan_hound,[145 141 142 ...  70  59  53]
n02091244-Ibizan_hound,[ 78  62 108 ...  97 113 108]
n02091244-Ibizan_hound,[ 52  56  72 ... 185 181 173]
n02091244-Ibizan_hound,[ 58  60  61 ... 116 115 115]
n02091244-Ibizan_hound,[ 58  88  92 ... 180 181 182]
n02091244-Ibizan_hound,[ 33  33  33 ... 155 176 198]
n02091244-Ibizan_hound,[255 255 255 ... 100 101 102]
n02091244-Ibizan_hound,[187 183 181 ... 204 200 201]
n02091244-Ibizan_hound,[102 102 102 ... 134 134 134]
n02091244-Ibizan_hound,[151 151 151 ... 138 150 115]
n02091244-Ibizan_hound,[67 65 59 ... 19 45 79]
n02091244-Ibizan_hound,[178 178 178 ... 128 133 137]
n02091244-Ibizan_hound,[88 90 95 ... 76 73 69]
n02091244-Ibizan_hound,[217 217 212 ... 127 131 133]
n02091244-Ibizan_hound,[232 231 230 ...  28  28  27]
n02091244-Ibizan_hound,[ 22  16  24 ... 171 178 174]
n02091244-Ibizan_hound,[20 21 25 ... 62 56 51]
n02091244-Ibizan_hound,[ 71 232 235 ...  71  72  65]
n02091244-Ibizan_hound,[ 93  99 105 ... 105 106 108]
n02091244-Ibizan_hound,[229 228 226 ... 131 119 112]
n02091244-Ibizan_hound,[161 166 179 ...  67  67  66]
n02091244-Ibizan_hound,[ 24  27  15 ... 124 123 123]
n02091244-Ibizan_hound,[ 69  69  69 ... 123 122 121]
n02091244-Ibizan_hound,[215 220 228 ...  72  86 112]
n02091244-Ibizan_hound,[81 81 82 ... 83 74 86]
n02091244-Ibizan_hound,[112 111 109 ...  90  93  94]
n02091244-Ibizan_hound,[30 26 22 ... 69 67 72]
n02091244-Ibizan_hound,[210 208 205 ... 149 137 140]
n02091244-Ibizan_hound,[ 64  64  66 ... 126 128 131]
n02091244-Ibizan_hound,[124 114 105 ... 121 124 100]
n02091244-Ibizan_hound,[27 53 70 ... 15 15 19]
n02091244-Ibizan_hound,[ 5  4  3 ... 41 31 23]
n02091244-Ibizan_hound,[106 107 111 ...  83  98  89]
n02091244-Ibizan_hound,[72 67 66 ... 74 74 71]
n02091244-Ibizan_hound,[186 186 186 ...  20  23  29]
n02091244-Ibizan_hound,[73 77 80 ... 50 51 51]
n02091244-Ibizan_hound,[108 108 109 ... 202 201 196]
n02091244-Ibizan_hound,[185 179 172 ... 196 197 198]
n02091244-Ibizan_hound,[27 17 16 ... 84 82 45]
n02091244-Ibizan_hound,[ 30  28  27 ... 162 162 162]
n02091244-Ibizan_hound,[122 125 127 ...  63  50  75]
n02091244-Ibizan_hound,[255 255 255 ... 254 254 254]
n02091244-Ibizan_hound,[ 53  52  48 ... 206 204 202]
n02091244-Ibizan_hound,[144 145 145 ...  22  25  28]
n02091244-Ibizan_hound,[170 170 170 ... 127 123 119]
n02091244-Ibizan_hound,[135 133 131 ...  45  64  95]
n02091244-Ibizan_hound,[100 105 108 ...  87  86  89]
n02091244-Ibizan_hound,[33 36 37 ... 64 60 51]
n02091244-Ibizan_hound,[223 223 223 ... 138 130 126]
n02091244-Ibizan_hound,[ 36  34  32 ... 118 113 111]
n02091244-Ibizan_hound,[210 219 213 ... 101 111 110]
n02091244-Ibizan_hound,[241 241 241 ...  87  87  87]
n02091244-Ibizan_hound,[16 16 16 ... 45 46 45]
n02091244-Ibizan_hound,[182 182 182 ... 122 168 164]
n02091244-Ibizan_hound,[35 35 35 ... 20 17 16]
n02091244-Ibizan_hound,[ 1 22  2 ...  3 11  1]
n02091244-Ibizan_hound,[255 255 255 ... 255 255 255]
n02091244-Ibizan_hound,[168 125 127 ...  93  96 100]
n02091244-Ibizan_hound,[ 49  79  43 ...  99 110 106]
n02091244-Ibizan_hound,[ 34  34  34 ... 200 200 197]
n02091244-Ibizan_hound,[246 246 246 ...  92 118 146]
n02091244-Ibizan_hound,[233 222 218 ... 226 234 243]
n02091244-Ibizan_hound,[242 240 239 ...  56  56  56]
n02091244-Ibizan_hound,[200 200 201 ...  44  43  43]
n02091244-Ibizan_hound,[ 91  91  91 ... 187 145 152]
n02091244-Ibizan_hound,[136 135 133 ... 132 133 134]
n02091244-Ibizan_hound,[34 34 34 ...  5  5  5]
n02091244-Ibizan_hound,[ 24  12  13 ...  96 105 110]
n02091244-Ibizan_hound,[90 94 98 ... 28 14 31]
n02091244-Ibizan_hound,[ 91  84  83 ... 142 101  84]
n02091244-Ibizan_hound,[  8  10  10 ... 201 204 198]
n02091244-Ibizan_hound,[208 208 207 ... 231 231 231]
n02091244-Ibizan_hound,[ 8 15 83 ... 69 48 45]
n02091244-Ibizan_hound,[  4   4   4 ... 128 133 133]
n02091244-Ibizan_hound,[ 56 196 160 ...  75  83  90]
n02091244-Ibizan_hound,[225 225 225 ... 141 143 145]
n02091244-Ibizan_hound,[129 130 131 ...  48  47  47]
n02091244-Ibizan_hound,[164  38  52 ...  38  47  71]
n02091244-Ibizan_hound,[ 98  92  90 ... 119 120 106]
n02091244-Ibizan_hound,[176 199 211 ... 160 169 176]
n02091244-Ibizan_hound,[75 79 82 ... 72 62 65]
n02091244-Ibizan_hound,[172 146 112 ... 127 131 128]
n02091244-Ibizan_hound,[43 91 83 ... 27 17  9]
n02091244-Ibizan_hound,[172 169 154 ... 128  84 115]
n02091244-Ibizan_hound,[26 26 27 ... 60 53 49]
n02091244-Ibizan_hound,[10 10 11 ... 14 13 11]
n02091244-Ibizan_hound,[2 2 2 ... 2 2 2]
n02091244-Ibizan_hound,[114 110 103 ... 115  83  32]
n02091244-Ibizan_hound,[ 0 11 27 ... 73 70 87]
n02091244-Ibizan_hound,[21 22 24 ... 96 82 69]
n02091244-Ibizan_hound,[70 59 50 ... 46 46 46]
n02091244-Ibizan_hound,[145 144 143 ...  65  64  65]
n02091244-Ibizan_hound,[127  86 110 ... 102  96 100]
n02091244-Ibizan_hound,[ 51  55  45 ... 142 145 133]
n02091244-Ibizan_hound,[59 58 57 ... 89 93 94]
n02091244-Ibizan_hound,[50 50 50 ... 50 51 51]
n02091244-Ibizan_hound,[ 49  50  49 ... 164 164 164]
n02091244-Ibizan_hound,[ 75  73  69 ... 151 137 106]
n02091244-Ibizan_hound,[ 1  1  1 ... 29 26 24]
n02091244-Ibizan_hound,[83 85 87 ... 45 45 44]
n02091244-Ibizan_hound,[114 112 107 ... 130 122 117]
n02091244-Ibizan_hound,[70 70 98 ... 48 49 45]
n02091244-Ibizan_hound,[ 82  91 110 ...  82  81  80]
n02091244-Ibizan_hound,[132 133 133 ... 167 162 157]
n02091244-Ibizan_hound,[133 128 125 ... 128 132 131]
n02091244-Ibizan_hound,[208 219 216 ... 159 156 153]
n02091244-Ibizan_hound,[ 37  51  49 ... 133 134  93]
n02091244-Ibizan_hound,[131 117 117 ...  67  66  64]
n02091244-Ibizan_hound,[  3   4   3 ... 155 135 173]
n02091244-Ibizan_hound,[109 106 107 ... 126 127 124]
n02091244-Ibizan_hound,[20 22 24 ... 29 15 17]
n02091244-Ibizan_hound,[83 88 83 ... 37 35 35]
n02091244-Ibizan_hound,[ 58  53  50 ... 147 145 145]
n02091244-Ibizan_hound,[37 37 37 ... 75 75 74]
n02091244-Ibizan_hound,[234 234 234 ... 114 106 176]
n02091244-Ibizan_hound,[141 139 137 ...  53  52  52]
n02091244-Ibizan_hound,[ 61  35  39 ... 197 167 190]
n02091244-Ibizan_hound,[112  92 105 ...  19  23  25]
n02091244-Ibizan_hound,[ 9  0 18 ... 15 16 16]
n02091244-Ibizan_hound,[176 177 178 ...  39  40  40]
n02097658-silky_terrier,[24 27 30 ... 49 48 46]
n02097658-silky_terrier,[ 16  13  13 ...  84 109  93]
n02097658-silky_terrier,[239 239 239 ... 131 125 121]
n02097658-silky_terrier,[194 194 195 ... 151 140 144]
n02097658-silky_terrier,[134 134 134 ... 155 153 156]
n02097658-silky_terrier,[139 130 125 ...  37  26  21]
n02097658-silky_terrier,[251 253 254 ... 102 106 107]
n02097658-silky_terrier,[184 185 187 ... 130 123 118]
n02097658-silky_terrier,[85 86 87 ... 80 71 66]
n02097658-silky_terrier,[125  97 114 ... 120 106 116]
n02097658-silky_terrier,[235 235 235 ... 106 116  60]
n02097658-silky_terrier,[12 12 12 ... 98 88 79]
n02097658-silky_terrier,[173 184 198 ... 193 163  98]
n02097658-silky_terrier,[187 185 169 ... 184 191 193]
n02097658-silky_terrier,[197 197 197 ... 206 206 206]
n02097658-silky_terrier,[187 186 180 ... 158 161 174]
n02097658-silky_terrier,[212 213 215 ... 137 137 133]
n02097658-silky_terrier,[159 161 163 ...  76  64  70]
n02097658-silky_terrier,[129 130 130 ...  16  15  13]
n02097658-silky_terrier,[183 183 184 ...  74  72  70]
n02097658-silky_terrier,[108 112 115 ...  65  63  62]
n02097658-silky_terrier,[144 178 164 ... 145 147 145]
n02097658-silky_terrier,[129 140 129 ...  76  74  78]
n02097658-silky_terrier,[160 167 173 ... 122 128 130]
n02097658-silky_terrier,[160 161 163 ... 130 130 130]
n02097658-silky_terrier,[111 129 146 ...  90  99 113]
n02097658-silky_terrier,[ 16  14  15 ... 187 183 175]
n02097658-silky_terrier,[70 69 69 ... 17 19 20]
n02097658-silky_terrier,[254 254 255 ... 113 107  70]
n02097658-silky_terrier,[123  95 180 ...   3   2   5]
n02097658-silky_terrier,[76 78 80 ... 92 91 82]
n02097658-silky_terrier,[ 43  24  37 ... 123 156 156]
n02097658-silky_terrier,[18 18 18 ... 62 64 65]
n02097658-silky_terrier,[158 150 158 ... 145 154 142]
n02097658-silky_terrier,[ 76 124 120 ... 208 137 129]
n02097658-silky_terrier,[184 192 202 ... 110 112 113]
n02097658-silky_terrier,[ 12  11   9 ... 174 181 181]
n02097658-silky_terrier,[120 115 119 ... 106  87 102]
n02097658-silky_terrier,[175 184 181 ... 148 147 151]
n02097658-silky_terrier,[150 151 146 ...  56  72  78]
n02097658-silky_terrier,[78 79 81 ... 65 66 70]
n02097658-silky_terrier,[94 95 95 ... 68 72 75]
n02097658-silky_terrier,[216 209 213 ... 187 186 193]
n02097658-silky_terrier,[ 92  92  92 ... 185 185 185]
n02097658-silky_terrier,[106 108 110 ... 207 207 206]
n02097658-silky_terrier,[39 43 48 ... 83 74 55]
n02097658-silky_terrier,[130 134 143 ... 144 148 150]
n02097658-silky_terrier,[246 248 249 ... 207 206 205]
n02097658-silky_terrier,[176 173 174 ...  67  68  71]
n02097658-silky_terrier,[ 46  46  46 ... 225 203 175]
n02097658-silky_terrier,[153 153 154 ...  40  48  57]
n02097658-silky_terrier,[157 144 150 ... 174 174 207]
n02097658-silky_terrier,[196 205 200 ... 156 155 155]
n02097658-silky_terrier,[ 33  36  40 ... 196 193 201]
n02097658-silky_terrier,[81 82 82 ... 31 31 31]
n02097658-silky_terrier,[211 211 213 ... 149 148 164]
n02097658-silky_terrier,[195 146  90 ... 113 144 137]
n02097658-silky_terrier,[158 151 142 ... 216 182  98]
n02097658-silky_terrier,[128 106 113 ... 113 125 136]
n02097658-silky_terrier,[202 199 199 ...  77  97 147]
n02097658-silky_terrier,[ 41  40  37 ... 142 142 143]
n02097658-silky_terrier,[ 55  60  62 ... 137 139 142]
n02097658-silky_terrier,[ 67  64  55 ... 199 197 192]
n02097658-silky_terrier,[248 246 244 ...  75  63  64]
n02097658-silky_terrier,[206 217 189 ... 129  87  63]
n02097658-silky_terrier,[ 13  12  12 ... 141 141 139]
n02097658-silky_terrier,[176 180 182 ... 114 118 125]
n02097658-silky_terrier,[108  96  76 ... 132 147 155]
n02097658-silky_terrier,[192 185 179 ... 173 174 177]
n02097658-silky_terrier,[144  89 116 ...  91  78  88]
n02097658-silky_terrier,[ 97 101 105 ... 139 155 167]
n02097658-silky_terrier,[16 15  9 ... 62 65 69]
n02097658-silky_terrier,[156 156 157 ... 176 176 176]
n02097658-silky_terrier,[131 130 123 ... 116 116 115]
n02097658-silky_terrier,[106  92 107 ...  78  93 106]
n02097658-silky_terrier,[142 141 140 ... 170 179 174]
n02097658-silky_terrier,[ 92  97 125 ... 129 147 147]
n02097658-silky_terrier,[ 64  65  67 ... 158 156 159]
n02097658-silky_terrier,[ 91  89  88 ... 137 136 135]
n02097658-silky_terrier,[226 225 223 ... 194 199 196]
n02097658-silky_terrier,[164 254 251 ... 138 158  94]
n02097658-silky_terrier,[ 3  3  3 ... 26 25 24]
n02097658-silky_terrier,[249 252 252 ...  64  57  60]
n02097658-silky_terrier,[109 111 113 ... 103  95  92]
n02097658-silky_terrier,[ 24  25  27 ... 201 204 206]
n02097658-silky_terrier,[ 91  93  96 ... 146 147 149]
n02097658-silky_terrier,[ 74 117  88 ... 167 165 171]
n02097658-silky_terrier,[ 16  14  13 ... 191 191 190]
n02097658-silky_terrier,[254 254 254 ... 106 128 144]
n02097658-silky_terrier,[53 56 59 ... 26 24 23]
n02097658-silky_terrier,[ 60  60  60 ... 115  82  67]
n02097658-silky_terrier,[73 80 61 ... 73 71 70]
n02097658-silky_terrier,[ 23  27  31 ... 153 153 152]
n02097658-silky_terrier,[ 82  83  85 ... 192 195 201]
n02097658-silky_terrier,[125 123 122 ... 227 222 217]
n02097658-silky_terrier,[175 176 170 ... 146 149 160]
n02097658-silky_terrier,[ 12  11  10 ... 213 211 213]
n02097658-silky_terrier,[ 89  93  99 ... 204 205 205]
n02097658-silky_terrier,[ 50  49  47 ... 185 184 174]
n02097658-silky_terrier,[119 134  69 ...  81 122 136]
n02097658-silky_terrier,[ 48  74 104 ... 167 155 172]
n02097658-silky_terrier,[123 121 123 ... 158 155 155]
n02097658-silky_terrier,[158 153 147 ... 169 161 156]
n02097658-silky_terrier,[180 184 196 ... 184 163 103]
n02097658-silky_terrier,[230 230 230 ... 152 157 151]
n02097658-silky_terrier,[106 108 109 ... 109 120 118]
n02097658-silky_terrier,[12 11  9 ...  8 10 10]
n02097658-silky_terrier,[106 106 107 ... 124 117 114]
n02097658-silky_terrier,[ 33  48  57 ... 132 112  82]
n02097658-silky_terrier,[ 81  88  96 ... 106 106  96]
n02097658-silky_terrier,[ 98  99  99 ... 169 167 166]
n02097658-silky_terrier,[108 112 115 ...  88  88  88]
n02097658-silky_terrier,[245 244 244 ... 107  78  77]
n02097658-silky_terrier,[36 37 38 ... 69 66 64]
n02097658-silky_terrier,[84 85 87 ... 10  7 17]
n02097658-silky_terrier,[63 63 63 ... 42 40 39]
n02097658-silky_terrier,[150 153 156 ... 127 125 128]
n02097658-silky_terrier,[200 204 209 ... 140 147 148]
n02097658-silky_terrier,[152 154 164 ... 154 150 154]
n02097658-silky_terrier,[ 5  5  4 ... 49 51 62]
n02097658-silky_terrier,[193 193 193 ... 125 105 112]
n02097658-silky_terrier,[194 194 194 ... 169 169 169]
n02097658-silky_terrier,[ 94 120  83 ... 203 126 251]
n02097658-silky_terrier,[ 44  43  42 ...  57 126 146]
n02097658-silky_terrier,[74 79 90 ... 37 36 32]
n02097658-silky_terrier,[ 58  50  55 ... 138 137 136]
n02097658-silky_terrier,[117 119 121 ...  27  28  30]
n02097658-silky_terrier,[50 49 48 ...  3 18 20]
n02097658-silky_terrier,[225 219 217 ... 167 158 133]
n02097658-silky_terrier,[245 246 246 ... 182 184 188]
n02097658-silky_terrier,[141 138 139 ...  86  87  85]
n02097658-silky_terrier,[147 147 148 ... 196 196 196]
n02097658-silky_terrier,[140 141 141 ... 127 126 124]
n02097658-silky_terrier,[ 95  80 104 ...  60  75  85]
n02097658-silky_terrier,[106 106 109 ...  35  62  78]
n02097658-silky_terrier,[201 183 161 ... 126 134 151]
n02097658-silky_terrier,[219 208 212 ... 119 108 111]
n02097658-silky_terrier,[106 106 107 ...  38  36  35]
n02097658-silky_terrier,[109 109 109 ... 147 111  74]
n02097658-silky_terrier,[126 134 129 ... 160 163 171]
n02097658-silky_terrier,[220 185 193 ...  94 100 101]
n02097658-silky_terrier,[ 41  42  42 ... 104  98  98]
n02097658-silky_terrier,[137 128 133 ...  50  47  45]
n02097658-silky_terrier,[108 104 102 ...  72  84  93]
n02097658-silky_terrier,[175 175 175 ...  91  90  96]
n02097658-silky_terrier,[16 17 18 ... 46 43 43]
n02097658-silky_terrier,[ 92  90  88 ... 110 114 117]
n02097658-silky_terrier,[ 9  9  9 ... 59 59 59]
n02097658-silky_terrier,[187 187 187 ...  92  95  95]
n02097658-silky_terrier,[ 56  37  28 ... 151 160 160]
n02097658-silky_terrier,[ 57  32  66 ... 112 107  97]
n02097658-silky_terrier,[111 104 112 ... 117 122 128]
n02097658-silky_terrier,[150 151 165 ... 109  94 115]
n02097658-silky_terrier,[ 46  46  46 ... 112 112 112]
n02097658-silky_terrier,[253 250 247 ...  68  65  64]
n02097658-silky_terrier,[ 63  62  61 ... 122 137 120]
n02097658-silky_terrier,[247 243 204 ... 102 103 100]
n02097658-silky_terrier,[ 93  95  99 ... 189 162 164]
n02097658-silky_terrier,[ 98  77  44 ... 180 172 175]
n02097658-silky_terrier,[ 95  84 180 ... 145 184 138]
n02097658-silky_terrier,[134 162 152 ...  94  90  92]
n02097658-silky_terrier,[51 44 42 ... 62 60 58]
n02097658-silky_terrier,[153  94  50 ...  91  98 129]
n02097658-silky_terrier,[160 168 175 ...  73  78  95]
n02097658-silky_terrier,[ 43  20  32 ... 106  93  79]
n02097658-silky_terrier,[185 183 180 ... 116 115 114]
n02097658-silky_terrier,[ 89  90  91 ... 114 114 114]
n02097658-silky_terrier,[79 77 78 ... 60 61 66]
n02097658-silky_terrier,[ 41  40  38 ... 116 103 139]
n02097658-silky_terrier,[ 25  25  26 ... 244 244 244]
n02097658-silky_terrier,[ 77  82  88 ... 109 111 110]
n02097658-silky_terrier,[  1   1   1 ...  87 113  85]
n02097658-silky_terrier,[148 133 136 ... 196 203 208]
n02097658-silky_terrier,[250 249 251 ... 242 245 248]
n02097658-silky_terrier,[217 217 217 ... 206 207 207]
n02097658-silky_terrier,[ 58  56  61 ... 108 135 154]
n02097658-silky_terrier,[ 87  87  87 ... 113 246 139]
n02097658-silky_terrier,[ 98  98  98 ... 145 122 110]
n02097658-silky_terrier,[ 22 130 221 ... 114 158 118]
n02097658-silky_terrier,[248 248 248 ... 197 181 177]
n02097658-silky_terrier,[144 145 145 ... 246 224 168]
n02097658-silky_terrier,[178 178 178 ... 173 172 170]
n02097658-silky_terrier,[  1   1   1 ...  87 113  85]
n02091635-otterhound,[218  39  35 ... 123 122 122]
n02091635-otterhound,[  5  15   1 ... 225 224 224]
n02091635-otterhound,[ 51  33  31 ... 150 143 137]
n02091635-otterhound,[221 219 216 ... 223 221 220]
n02091635-otterhound,[153 153 169 ... 189 183 173]
n02091635-otterhound,[251 252 252 ... 135 140 158]
n02091635-otterhound,[ 16  20  27 ... 121 150 117]
n02091635-otterhound,[255 255 255 ... 255 255 255]
n02091635-otterhound,[ 86  79  73 ... 138 133 119]
n02091635-otterhound,[208 215 198 ... 220 219 221]
n02091635-otterhound,[178 162 139 ...   0   0   0]
n02091635-otterhound,[223 219 215 ... 224 234 236]
n02091635-otterhound,[218 219 229 ... 185 184 183]
n02091635-otterhound,[178 178 179 ...  59  62  68]
n02091635-otterhound,[60 74 81 ... 38 51 71]
n02091635-otterhound,[253 253 253 ...  80 107 133]
n02091635-otterhound,[ 94  65 119 ...  45  30  16]
n02091635-otterhound,[  1   2   2 ... 116 126 130]
n02091635-otterhound,[129 129 129 ... 112 109 108]
n02091635-otterhound,[ 54  55  42 ... 106  91  81]
n02091635-otterhound,[95 96 97 ... 82 84 73]
n02091635-otterhound,[246 246 246 ... 106 100 121]
n02091635-otterhound,[253 244 254 ... 123 121 118]
n02091635-otterhound,[ 43  49  54 ...  76 101  79]
n02091635-otterhound,[122 137 131 ... 123 124 120]
n02091635-otterhound,[254 254 254 ... 250 254 254]
n02091635-otterhound,[217 216 215 ... 140 110 128]
n02091635-otterhound,[ 72  81  50 ... 129 152 111]
n02091635-otterhound,[ 71  50  54 ... 136 145 175]
n02091635-otterhound,[135 122 177 ...  42  48  53]
n02091635-otterhound,[ 89  83 102 ... 117 103 101]
n02091635-otterhound,[ 94  94  96 ... 102 109  96]
n02091635-otterhound,[255 255 255 ... 125  93 125]
n02091635-otterhound,[144 143 141 ... 207 201 195]
n02091635-otterhound,[148 117 117 ... 124 153  93]
n02091635-otterhound,[118 124 129 ...  91  91  91]
n02091635-otterhound,[237 238 239 ... 131 129 128]
n02091635-otterhound,[ 15  13  13 ... 114 114 112]
n02091635-otterhound,[216 216 216 ... 250 250 250]
n02091635-otterhound,[ 88  87  86 ... 194 191 190]
n02091635-otterhound,[148 147 147 ... 123 112 113]
n02091635-otterhound,[164 163 163 ... 143 143 143]
n02091635-otterhound,[247 249 241 ... 141 134 146]
n02091635-otterhound,[254 254 255 ...  59  66  97]
n02091635-otterhound,[220 210 217 ... 108 111 107]
n02091635-otterhound,[ 83  92  89 ... 255 255 255]
n02091635-otterhound,[184 184 184 ...  63  62  61]
n02091635-otterhound,[198 196 194 ... 145 146 151]
n02091635-otterhound,[ 35  35  34 ...  74 247 252]
n02091635-otterhound,[140 150 133 ... 181 181 181]
n02091635-otterhound,[ 96  98  97 ... 150 155 146]
n02091635-otterhound,[236 238 240 ... 135 135 135]
n02091635-otterhound,[ 96 139 188 ... 147 146 143]
n02091635-otterhound,[48 48 48 ... 88 88 88]
n02091635-otterhound,[  9   9   9 ... 126 129 138]
n02091635-otterhound,[175 173 171 ... 255 255 255]
n02091635-otterhound,[111 109 103 ... 163 169 176]
n02091635-otterhound,[115 125 123 ...  62  62  62]
n02091635-otterhound,[134 135 132 ... 129 131 123]
n02091635-otterhound,[255 255 255 ... 192 201 184]
n02091635-otterhound,[223 142 165 ...  66 120 120]
n02091635-otterhound,[226 185 191 ... 190 196 211]
n02091635-otterhound,[155 161 201 ... 166 186 175]
n02091635-otterhound,[ 70  70  69 ... 179 179 179]
n02091635-otterhound,[1 1 1 ... 1 1 1]
n02091635-otterhound,[ 48  45  43 ... 169 199 194]
n02091635-otterhound,[204 182 192 ... 142 154 207]
n02091635-otterhound,[ 68  57  53 ... 103  81 109]
n02091635-otterhound,[116 113 111 ...  66  86  79]
n02091635-otterhound,[222 211 206 ... 147 135 149]
n02091635-otterhound,[133 118 116 ...  38  37  37]
n02091635-otterhound,[142 137 133 ... 153 154 155]
n02091635-otterhound,[252 250 252 ... 254 254 254]
n02091635-otterhound,[ 59  47  55 ... 150 166 162]
n02091635-otterhound,[ 43  51  65 ...  64 170 204]
n02091635-otterhound,[175 113 122 ...  60  60  64]
n02091635-otterhound,[ 49  27  37 ... 115 120  96]
n02091635-otterhound,[ 32  32  32 ... 125 124 115]
n02091635-otterhound,[128 128 128 ... 236 238 235]
n02091635-otterhound,[172 181 186 ... 229 228 228]
n02091635-otterhound,[ 11  13  17 ... 117 111 105]
n02091635-otterhound,[137 113 116 ...  64  70  63]
n02091635-otterhound,[120 117 120 ...  95  92  96]
n02091635-otterhound,[ 29  25  23 ... 123 143 181]
n02091635-otterhound,[255 255 255 ... 255 255 255]
n02091635-otterhound,[97 99 96 ... 96 61 79]
n02091635-otterhound,[ 0 25  1 ... 82 78  7]
n02091635-otterhound,[107 106 110 ... 160 153 157]
n02091635-otterhound,[166 166 166 ... 167 166 166]
n02091635-otterhound,[ 84  79  80 ... 110 112 111]
n02091635-otterhound,[1 1 2 ... 1 1 1]
n02091635-otterhound,[0 0 0 ... 0 0 0]
n02091635-otterhound,[206 214 215 ...  67  61  59]
n02091635-otterhound,[ 12   1  12 ... 217 218 226]
n02091635-otterhound,[251 184 174 ...  49  40  98]
n02091635-otterhound,[109 108 101 ...  69  64  65]
n02091635-otterhound,[ 83  79  75 ... 251 243 246]
n02091635-otterhound,[134 136 116 ... 123 112 120]
n02091635-otterhound,[ 29  34  34 ... 193 199 154]
n02091635-otterhound,[ 5  5  5 ... 30 32 34]
n02091635-otterhound,[120 109 125 ...  96 119 131]
n02091635-otterhound,[194 194 194 ... 222 223 223]
n02091635-otterhound,[ 40  28  39 ... 128 122  71]
n02091635-otterhound,[249 251 253 ... 100 110  97]
n02091635-otterhound,[ 32  31  33 ... 114 107 118]
n02091635-otterhound,[255 255 255 ... 255 255 255]
n02091635-otterhound,[243 239 234 ... 178 180 188]
n02091635-otterhound,[ 94  96  87 ... 109 110 103]
n02091635-otterhound,[ 44  50  59 ... 195 189 201]
n02091635-otterhound,[1 1 1 ... 0 0 0]
n02091635-otterhound,[254 254 254 ... 176 170 158]
n02091635-otterhound,[182 166 169 ... 166 163 178]
n02091635-otterhound,[255 255 254 ... 141 141 198]
n02091635-otterhound,[ 92  84  71 ... 158 159 159]
n02091635-otterhound,[243 231 232 ...  75  83  92]
n02091635-otterhound,[ 2 24 13 ... 19 26  3]
n02091635-otterhound,[229 233 237 ... 103 106 104]
n02091635-otterhound,[140 147 127 ...  89  78  77]
n02091635-otterhound,[19 19 19 ... 69 73 81]
n02091635-otterhound,[148 138 135 ... 215 216 216]
n02091635-otterhound,[243 240 242 ... 175 149 105]
n02091635-otterhound,[77 59 55 ... 27 29 29]
n02091635-otterhound,[114 108 102 ...  55  53  52]
n02091635-otterhound,[253 252 251 ... 228 232 232]
n02091635-otterhound,[143 146 176 ... 176 176 175]
n02091635-otterhound,[196 199 203 ... 146 146 145]
n02091635-otterhound,[139 139 148 ... 103 107 104]
n02091635-otterhound,[34 34 33 ... 77 76 75]
n02091635-otterhound,[176 182 176 ...  47  35  20]
n02091635-otterhound,[240 217 195 ... 199 206 208]
n02091635-otterhound,[144 154 150 ... 134 135 131]
n02091635-otterhound,[120 121 124 ...  66  64  64]
n02091635-otterhound,[202 169 167 ... 216 213 207]
